Code Number,Summary
0524T,"The provider inserts a catheter into a varicose vein after isolating the area to be treated with a balloon and uses a liquid or foam chemical to ablate the varicose portion of the vein under imaging guidance. Vascular access, advancement of the catheter, imaging, and monitoring are all included with this code, so no part of this procedure may be reported separately."
0525T,"The provider implants the monitor and lead components of an intracardiac ischemia monitoring system, or replaces them, following which he tests and programs the components using an external pacemaker analyzer and monitor programming device. This code covers all imaging supervision and interpretation associated with the procedure."
0526T,"The provider inserts the lead component of an intracardiac ischemia monitoring system, following which he tests and programs the lead using an external pacemaker analyzer/programmer. This code covers all imaging supervision and interpretation associated with the procedure."
0527T,"The provider implants the monitor of an intracardiac ischemia monitoring system, or replaces it, following which he tests and programs the monitor using an external monitor programming device."
0528T,"The provider repeatedly tests and adjusts the programming of an intracardiac ischemia monitoring system, in person, and analyzes and reviews the results, then prepares a report."
0529T,"The provider interrogates (tests) an intracardiac ischemia monitoring system, in person, and analyzes and reviews the results, then prepares a report."
0530T,The provider withdraws the electrode and removes the monitoring component of an intracardiac ischemia monitoring system under imaging guidance. This code covers all imaging supervision and interpretation.
0531T,The provider withdraws the electrode (lead) component of an intracardiac ischemia monitoring system under imaging guidance. This code covers all imaging supervision and interpretation.
0532T,The provider removes the monitoring component of an intracardiac ischemia monitoring system. This code covers all imaging supervision and interpretation.
0533T,"The provider sets up and configures a system for monitoring movement disorders, trains the patient on how to use the system and upload the data; he downloads, reviews and analyzes the configuration report and data for a 6– to 10–day period, interprets the findings, and prepares a report."
0534T,The provider sets up and configures a system for monitoring movement disorders for a 6– to 10–day period and trains the patient on how to use the system.
0535T,The patient or provider uploads data recorded over a 6– to 10–day period from a device for monitoring movement disorders after which the provider reviews the data upload and analyzes the report configuration.
0536T,"The provider reviews the downloaded data from a movement disorder monitoring system, interprets the results, and prepares a report."
0537T,"The technician uses specialized equipment to withdraw blood from the patient and extract the T lymphocytes, which will be genetically modified in a laboratory. "
0538T,The technician freezes the T lymphocytes that were extracted from the patient’s blood and places them in a proper container for transportation to a lab. 
0539T,The laboratory receives the cryopreserved T lymphocytes and genetically modifies them so that they can be administered to the patient. 
0540T,"The provider administers chimeric antigen receptor T–cell (CAR–T) therapy, genetically modified T cells extracted from a patient’s own blood, by intravenous infusion to a patient to treat leukemia and other types of blood cancer."
0541T,"The provider uses multichannel magnetocardiography (MCG) imaging to detect cardiac ischemia in a patient who reports with chest pain. The MCG has a minimum of 36 channels and generates magnetic–field, time–series images, performs quantitative (numerical) analysis of magnetic dipoles, provides a clinical score, and generates an automatic report. Report this code for a single study."
0542T,"The provider uses multichannel magnetocardiography (MCG) imaging to detect cardiac ischemia in a patient who reports with chest pain, interprets the findings and prepares a report. The MCG has a minimum of 36 channels and generates magnetic–field, time–series images, performs quantitative (numerical) analysis of magnetic dipoles, provides a clinical score, and generates an automatic report. Report this code for a single study."
0543T,The provider approaches the valve between the left upper chamber and left lower pumping chamber of the heart (mitral valve) through the top (apex) of the left ventricle and places artificial fibrous bands (chordae tendineae) to hold the valve in place to prevent prolapse and treat mitral valve regurgitation.
0544T,The provider inserts an adjustable annulus device via a catheter inserted percutaneously through the skin and across the interatrial septum to reconstruct and tighten the dilated annulus of the mitral valve (the valve between the left upper chamber and left lower pumping chamber of the heart) to treat mitral regurgitation.
0545T,The provider inserts an adjustable annulus device via a catheter inserted percutaneously through the skin and across the interatrial septum to reconstruct and tighten the dilated annulus of the tricuspid valve (the valve between the right upper chamber and right lower chamber of the heart) to treat tricuspid regurgitation.
0546T,"The provider employs radiofrequency spectroscopy, a type of imaging using electromagnetic waves, after a partial mastectomy (partial breast excision) or lumpectomy to determine whether the margins are free of cancer."
0547T,"The provider inserts a reference point indenter through the skin into the shaft of the tibia to assess bone stiffness and toughness, which may be useful in providing bone quality information in joint replacement surgery and fracture potential in patients with osteoporosis or osteopenia. Results are reported as a score."
0548T,"Under cystoscopic and fluoroscopic guidance, the provider uses a minimally invasive approach through the perineum to place an adjustable balloon on each side of the urethral opening at the level of the bladder neck or at the apex of the prostatic remnant to treat post–prostatectomy incontinence."
0549T,"Under cystoscopic and fluoroscopic guidance, the provider uses a minimally invasive approach through the perineum to place an adjustable balloon on one side of the urethral opening at the level of the bladder neck or the apex of the prostatic remnant to treat post–prostatectomy incontinence."
0550T,The provider removes a balloon continence device from either side of the urethral opening using a minimally invasive transperineal approach.
0551T,The provider adjusts the balloon fluid volume of a transperineal periurethral balloon previously implanted to treat urinary incontinence following prostatectomy.
0552T,"The provider uses low levels of red and near–infrared light in the form of Dynamic Photonic (light) and Dynamic Thermal (heat) Kinetic blended energies to treat inflammation, edema, wound healing, joint pain, or nerve pain. Low–level laser therapy uses lower energy levels than laser therapy used for significant heating of tissue, such as that used for ablation, cutting, and coagulating."
0553T,"The provider creates a connection between the iliac vein and iliac artery using a specially designed stentlike coupler or clip device delivered via a catheter inserted through the skin under imaging guidance. All imaging guidance, vessel and blood flow mapping, and radiological supervision and interpretation is included with this procedure."
0554T,"The provider assesses bone strength and risk of fracture using computer equations to calculate the relationship between the biomechanical properties of bone and its response to various loads in conjunction with CT scan of bone mineral density; this code includes scan data retrieval and transmission of bone strength, fracture risk, and bone mineral density and interpretation and report."
0555T,Report this code for retrieval and transmission of CT scan bone mineral density results and finite element analysis of functional data of bone strength and fracture risk.
0556T,The provider assesses bone strength and risk of fracture using computer equations to calculate the relationship between the biomechanical properties of bone and its response to various loads in conjunction with CT scan of bone mineral density; report this code only for the assessment of bone strength and fracture risk and bone mineral density.
0557T,The provider interprets and reports the results of bone strength and risk of fracture assessment based on computer equations that calculate the relationship between the biomechanical properties of bone and its response to various loads in conjunction with CT scan of bone mineral density; report this code only for the interpretation and report of this data.
0558T,The provider performs a CT scan specifically to analyze the biomechanical properties of the structure being imaged. Biomechanical refers to how body structures work together to produce movement.
0559T,"Report this code for the preparation, processing and printing of the first 3D anatomic model of a body structure from an image data set or sets."
0560T,"Report this code for the preparation, processing and printing of each additional 3D anatomic model of a body structure from an image data set or sets after the first 3D–printed model."
0561T,Report this code for the first 3D anatomic drilling or cutting guide or tool printed from one or more image data sets using a 3D printer.
0562T,Report this code for each additional 3D anatomic drilling or cutting guide or tool printed from one or more image data sets using a 3D printer along with the primary code for the first 3D–printed guide or tool.
0563T,The provider applies a wearable open–eye eyelid treatment device that delivers heat to the meibomian glands of the upper and lower lids of both eyes for treatment of meibomian gland dysfunction that causes dry eye syndrome.
0564T,Summary
0565T,Report this code for the harvesting (removal) of fat tissue and the creation of a cellular implant for injection into the knee joint of the same patient.
0566T,The provider injects a previously prepared autologous cellular implant under ultrasound guidance into a single knee of the patient. The implant was derived from adipose tissue harvested by liposuction from the same patient.
0567T,"The provider performs a sterilization procedure to prevent pregnancy by inserting a degradable biopolymer implant into both fallopian tubes. The implants cause disruption of the lining of the fallopian tubes and the ingrowth of cells, eventually blocking the fallopian tube and preventing pregnancy. The provider uses a hysteroscope to perform this procedure."
0568T,"Using a transcervical approach, the provider instills a mixture of saline and air through the uterus and into the openings of the fallopian tubes and checks them for occlusion using both transvaginal and pelvic ultrasound."
0569T,The provider repairs a defect in the mitral valve (the three–leaflet valve between the right atrium and the right ventricle) by placing a prosthesis through a catheter that he inserts percutaneously to treat conditions like tricuspid valve regurgitation (backflow of blood) of the mitral valve.
0570T,"After placing a prosthetic device to repair the tricuspid valve (the three–leaflet valve between the right atrium and the right ventricle) and reduce regurgitation (backflow of blood), the provider places another device like the first via percutaneous catheter insertion."
0571T,The provider either replaces or implants a new implantable cardioverter–defibrillator (ICD) system with one or more substernal electrodes and performs necessary testing and programming of the system. ICDs sense and regulate the heart rate. Substernal ICDs may be indicated when subcutaneous or transvenous electrodes are not feasible.
0572T,The provider inserts a substernal implantable defibrillator electrode and attaches it to a pulse generator. Defibrillators sense and regulate the heart rate. Substernal electrodes may be indicated when subcutaneous or transvenous electrodes are not feasible.
0573T,The provider removes a previously placed substernal implantable defibrillator electrode after first detaching it from the pulse generator.
0574T,The provider repositions a previously placed substernal implantable defibrillator–pacing electrode and attaches it to a pulse generator. Defibrillators sense and regulate the heart rate. Substernal electrodes may be indicated when subcutaneous or transvenous electrodes are not feasible.
0575T,"The OQHCP or physician provider performs an in–person evaluation and repeatedly adjusts the programmed settings of the components of an already implanted cardioverter–defibrillator system to select the optimal permanent programmed values; this code includes the analysis, review, and report of his findings and the programmed settings."
0576T,"The OQHCP or physician provider performs an in–person interrogation and evaluation of the components of an implantable cardioverter–defibrillator (ICD) system, including connecting and disconnecting the device components and recording the results as well as analysis, review, and report of his findings and the programmed settings. This code can be reported for each patient encounter to interrogate the ICD system."
0577T,The provider evaluates the electrophysiologic parameters of an implantable cardioverter–defibrillator (ICD) system with substernal electrode and adjusts the sensing and therapeutic programming parameters as necessary.
0578T,"A physician or other qualified health care professional, remotely analyzes, for a period up to 90 days, the function of a substernal lead implantable cardioverter–defibrillator system, reviews the results, and prepares a report."
0579T,"A technician performs remote interrogation device evaluation of an implantable cardioverter–defibrillator system for a period up to 90 days. He acquires the data, receives the transmissions, reviews same, provides technical support, and distributes the results."
0580T,The provider opens the surgically created pocket in the chest wall and removes a substernal implantable defibrillator pulse generator. Defibrillators sense and regulate the heart rate by delivering a mild electric shock when the patient requires it.
0581T,"The provider ablates, or destroys, one or more small malignant tumors in one breast in a minimally invasive surgical procedure using cryotherapy, or extreme cold, applied through a percutaneous needle."
0582T,The provider uses a radiofrequency–generated water vapor thermal device inserted through the urethra to destroy malignant prostate tissue under intraoperative imaging and needle guidance
0583T,The provider carries out tympanostomy with insertion of a ventilation tube in a single ear using an automated tube delivery system that also applies iontophoresis local anesthesia.
0584T,"The provider transplants pancreatic beta islet cells from the patient’s own pancreas or a donor source to stimulate insulin production in a patient with diabetes. He infuses the cells into the portal vein of the liver through a tube that he inserts through a small skin incision in the abdomen. All imaging, imaging guidance, and radiological supervision and interpretation are included with this procedure."
0585T,"The provider transplants pancreatic beta islet cells from the patient’s own pancreas or a donor source to stimulate insulin production in a patient with diabetes. He infuses the cells into the portal vein of the liver through a tube that he inserts using laparoscopic techniques. All imaging, imaging guidance, and radiological supervision and interpretation are included with this procedure."
0586T,"Using an open (laparotomy) technique, the provider transplants pancreatic beta islet cells from the patient’s own pancreas or a donor source to stimulate insulin production in a patient with diabetes. He infuses the cells into the portal vein of the liver through a tube that he inserts through an incision in the abdomen. All imaging, imaging guidance, and radiological supervision and interpretation are included with this procedure."
0587T,The provider percutaneously implants or replaces a neurostimulator electrode in close proximity to the posterior tibial nerve and connects it to a pulse generator placed in a subcutaneous pocket in the thigh or calf. He tests and programs the system. The insertion of a peripheral neurostimulator is often done to treat acute or chronic pain.
0588T,"The provider revises or removes an integrated single device neurostimulation system for the posterior tibial nerve. Revision includes imaging guidance, analysis, and programming when performed. This service is generally done for a neurostimulator component malfunction or because the patient develops an infection related to neurostimulator placement."
0589T,A physician or other qualified healthcare professional performs electronic analysis of 1 to 3 of a variety of parameters of a previously implanted integrated neurostimulator electrode array and receiver for the posterior tibial nerve to ensure that it is functioning properly and makes simple programming changes. A posterior tibial nerve neurostimulator treats acute or chronic pain.
0590T,A physician or other qualified healthcare professional performs electronic analysis of 4 or more of a variety of parameters of a previously implanted integrated neurostimulator electrode array and receiver for the posterior tibial nerve to ensure that it is functioning properly and makes simple programming changes. A posterior tibial nerve neurostimulator treats acute or chronic pain.
0591T,A health and well–being coach meets face–to–face with an individual and performs and initial assessment.
0592T,A health and well–being coach meets face–to–face with an individual for a follow–up session lasting at least 30 minutes.
0593T,A health and well–being coach meets with a group of 2 or more individuals for a coaching session lasting at least 30 minutes.
0594T,"The provider divides the humerus in two and inserts specially designed nails through the intramedullary canal of the two sections of humerus; the nail can be extended (distracted) using an external controller, which, over time, allows new bone to grow in the space between the two sections of the humerus and thus lengthens the humerus. Imaging, before and after alignment assessments and lengthening adjustments, and other device management are included with this procedure."
0596T,The provider measures the length of the patient’s urethra and inserts an intraurethral valve–pump for the first time to enable a female patient with impaired detrusor contractility to empty her bladder.
0597T,The provider removes an intraurethral valve–pump that enables a female patient with impaired detrusor contractility to empty her bladder.
0598T,"The provider passes a proprietary hand–held imaging device over a wound, without touching the wound. Images displayed on the device’s monitor reveal the presence, amount, and location of bacteria in the wound."
0599T,"The provider passes a proprietary hand–held imaging device over an additional wound or wounds at a different anatomic site from the first, without touching the wound. Images displayed on the device’s monitor reveal the presence, amount, and location of bacteria in the wound."
0600T,"The provider performs percutaneous irreversible electroporation ablation using a minimally invasive technique that involves inserting a probe through the skin and other tissues to the area of the tumor and sending very short (microseconds) but strong nonthermal electrical pulses to punch holes in (permeabilize) the cells’ membranes to destroy the cells and prevent them from dividing; he treats one or more tumors per organ. Imaging guidance is included, so do not report it separately."
0601T,"The provider performs irreversible electroporation ablation via an open procedure that involves inserting a probe to the area of the tumor and sending very short (microseconds) but strong nonthermal electrical pulses to punch holes in (permeabilize) the cells’ membranes to destroy the cells and prevent them from dividing; he treats one or more tumors per organ. Imaging guidance is included, so do not report it separately."
0602T,"The provider places a proprietary sensor device on the patient’s skin and injects one dose of fluorescent pyrazine agent, and a  monitor displays the glomerular filtration rate, a measure of renal function."
0603T,"The provider places a proprietary sensor device on the patient’s skin and injects a fluorescent pyrazine agent, and a  monitor displays the glomerular filtration rate, a measure of renal function. The provider administers more than one dose in a 24–hour period."
0604T,The ophthalmologist provides an optical coherence tomography (OCT) machine and has it set–up remotely for a  patient with retinal disease who is trained in the use of the machine.
0605T,"Report this code for each 30–day period of remote surveillance center technical support for a minimum of 8 daily recordings of patient–initiated, remote optical coherence tomography imaging of the retina."
0606T,"Report this code for each 30–day period when the provider reviews and interprets patient–initiated, remote optical coherence tomography retinal images and prepares a report."
0607T,The patient is provided and trained in the use of a multisensor cardiopulmonary “stethoscope” with a micro–controller which sends the results to a staffed 24–hour remote surveillance center.
0608T,The staffed 24–hour remote surveillance center reports analysis of data received and send the reports to the patient’s provider or another qualified healthcare professional in the provider’s office. This code may be reported only once in a 30–day period.
0609T,"The provider performs magnetic resonance spectroscopy (MRS) of at least three discs of the cervical (neck), thoracic (mid back), or lumbar (low back) with single–voxel acquisition of various biochemical markers per disc to assess structural integrity and diagnose discogenic pain."
0610T,"Use this code to report transmission of biomarker data from magnetic resonance spectroscopy (MRS) of the cervical (neck), thoracic (mid back), or lumbar (low back) for software analysis."
0611T,"Use this code to report postprocessing for algorithmic analysis of biomarker data from magnetic resonance spectroscopy (MRS) of the cervical (neck), thoracic (mid back), or lumbar (low back) for software analysis."
0612T,"Use this code to report interpretation and report of biomarker data from magnetic resonance spectroscopy (MRS) of the cervical (neck), thoracic (mid back), or lumbar (low back) for software analysis."
0613T,The provider inserts an interatrial septal shunt device between the left and right atrium via a percutaneous puncture over the femoral vein and advances it through a catheter to the upper chambers (atria) of the heart under imaging guidance. The provider may also perform left and right heart catheterization and intracardiac echocardiography.
0614T,"The provider opens the chest wall pocket from the previous insertion and removes a substernal implantable defibrillator pulse generator, then puts a new pulse generator in the same pocket."
0615T,The provider administers an eye movement test that does not depend on spatial calibration to help identify whether a patient has suffered a brain injury or concussion. Interpretation and report are included with this code.
0616T,"The provider inserts an artificial iris into a patient’s eye without removing the patient’s native lens or a previously placed intraocular lens and without insertion of an intraocular lens. If he removes the native iris, repairs it, or fixates it with sutures, the procedures are included with this code and should not be reported separately."
0617T,"The provider inserts an artificial iris into a patient’s eye after removing the patient’s native lens and placement of an intraocular lens. If he removes the native iris, repairs it, or fixates it with sutures, the procedures are included with this code and should not be reported separately."
0618T,"The provider inserts an artificial iris into a patient’s eye and inserts an intraocular lens or removes an existing intraocular lens and places another. If he removes the native iris, repairs it, or fixates it with sutures, the procedures are included with this code and should not be reported separately."
0619T,The provider performs a cystourethroscopy during which he incises the anterior prostate at the bladder neck (commissurotomy) and injects a drug or places a drug implant to help treat benign prostatic hyperplasia (BPH).
0620T,"The provider performing endovascular venous arterialization of the tibial or peroneal vein places one or more stents to allow blood to flow from a blocked artery to a vein. The procedure allows oxygenated blood to reach the target area, such as a foot, to treat chronic limb–threatening ischemia. The code includes vascular access, catheterization, and imaging guidance related to the procedure."
0621T,"In a procedure also known as microinvasive glaucoma surgery (MIGS), the provider uses a laser to create holes in the eye’s trabecular meshwork. The procedure uses the ab interno approach, meaning inside the eye. Trabecular meshwork drains most of the aqueous humor from the eye, and creating holes assists this flow and lowers intraocular pressure in glaucoma patients."
0622T,"In a procedure also known as microinvasive glaucoma surgery (MIGS), the provider uses a laser to create holes in the eye’s trabecular meshwork under endoscopic visualization. The procedure uses the ab interno approach, meaning inside the eye. Trabecular meshwork drains most of the aqueous humor from the eye, and creating holes assists this flow and lowers intraocular pressure in glaucoma patients."
0623T,"This code represents the complete service of preparing and transmitting quantitative coronary computed tomographic angiography data, the computerized analysis of the data, review of the computerized analysis, and an interpretation and report. The service helps with assessing how severe a patient’s coronary disease is."
0624T,This code represents preparing and transmitting coronary computed tomographic angiography data for computerized quantification and characterization of coronary plaque. The service helps with assessing how severe a patient’s coronary disease is.
0625T,This code represents computerized analysis of coronary computed tomographic angiography data for quantification and characterization of coronary plaque. The service helps with assessing how severe a patient’s coronary disease is.
0626T,"This code represents the work involved in reviewing computerized analysis of data from coronary computed tomographic angiography, reconciling discordant data, and completing an interpretation and report. The service helps with assessing how severe a patient’s coronary disease is."
0627T,The provider injects a cellular or tissue–based product under fluoroscopic guidance to treat a lumbar intervertebral disc. This code applies to the first level injected. The injection may occur on one side or both.
0628T,The provider injects a cellular or tissue–based product under fluoroscopic guidance to treat a lumbar intervertebral disc. This code applies to each additional level injected after the first level. The injection may occur on one side or both.
0629T,The provider injects a cellular or tissue–based product under computed tomography guidance to treat a lumbar intervertebral disc. This code applies to the first level injected. The injection may occur on one side or both.
0630T,The provider injects a cellular or tissue–based product under computed tomography guidance to treat a lumbar intervertebral disc. This code applies to each additional level injected after the first level. The injection may occur on one side or both.
0631T,"The provider uses a hyperspectral imaging device that differentiates light absorption between oxygenated and deoxygenated hemoglobin, which may help with finding ischemic tissue. The provider interprets the data and completes a report. This code applies per extremity."
0632T,The provider performs a minimally invasive procedure that uses ultrasound to interrupt the pulmonary artery nerve supply. The code includes services required to complete the procedure such as imaging guidance and right heart catheterization.
0633T,"The provider performs a computed tomography, or CT, examination of a single breast without using contrast material. The code includes, but does not require, 3D rendering."
0634T,"The provider performs a computed tomography, or CT, examination of a single breast using contrast material. The code includes, but does not require, 3D rendering."
0635T,"The provider performs a computed tomography, or CT, examination of a single breast first without using contrast material and then using contrast material. The code includes, but does not require, 3D rendering."
0636T,"The provider performs a computed tomography, or CT, examination of both breasts without using contrast material. The code includes, but does not require, 3D rendering."
0637T,"The provider performs a computed tomography, or CT, examination of both breasts using contrast material. The code includes, but does not require, 3D rendering."
0638T,"The provider performs a computed tomography, or CT, examination of both breasts, first without using contrast material and then using contrast material. The code includes, but does not require, 3D rendering."
