facility_desc,site_address1,site_address2,site_city,site_zip,site_x_coordinate,site_y_coordinate,oshpd_id,license_type_desc,license_category_desc,license_number,facility_level_desc,er_service_level_desc,licensed_beds,facility_status_desc,financial_facility_count,consolidated_facility_desc_pipe,consolidated_facility_desc_comma,period_begin_date,period_end_date,net_pat_rev_medicare_traditional_ip,net_pat_rev_medicare_managed_ip,net_pat_rev_medi_cal_traditional_ip,net_pat_rev_medi_cal_managed_ip,net_pat_rev_county_indigent_traditional_ip,net_pat_rev_county_indigent_managed_ip,net_pat_rev_third_party_traditional_ip,net_pat_rev_third_party_managed_ip,net_pat_rev_other_indigent_ip,net_pat_rev_other_payer_ip,net_pat_rev_total_ip,net_pat_rev_medicare_traditional_op,net_pat_rev_medicare_managed_op,net_pat_rev_medi_cal_traditional_op,net_pat_rev_medi_cal_managed_op,net_pat_rev_county_indigent_traditional_op,net_pat_rev_county_indigent_managed_op,net_pat_rev_third_party_traditional_op,net_pat_rev_third_party_managed_op,net_pat_rev_other_indigent_op,net_pat_rev_other_payer_op,net_pat_rev_total_op,payer_mix_medicare_traditional_ip,payer_mix_medicare_traditional_ip_state,payer_mix_medicare_managed_ip,payer_mix_medicare_managed_ip_state,payer_mix_medi_cal_traditional_ip,payer_mix_medi_cal_traditional_ip_state,payer_mix_medi_cal_managed_ip,payer_mix_medi_cal_managed_ip_state,payer_mix_county_indigent_traditional_ip,payer_mix_county_indigent_traditional_ip_state,payer_mix_county_indigent_managed_ip,payer_mix_county_indigent_managed_ip_state,payer_mix_third_party_traditional_ip,payer_mix_third_party_traditional_ip_state,payer_mix_third_party_managed_ip,payer_mix_third_party_managed_ip_state,payer_mix_other_indigent_ip,payer_mix_other_indigent_ip_state,payer_mix_other_payer_ip,payer_mix_other_payer_ip_state,payer_mix_medicare_traditional_op,payer_mix_medicare_traditional_op_state,payer_mix_medicare_managed_op,payer_mix_medicare_managed_op_state,payer_mix_medi_cal_traditional_op,payer_mix_medi_cal_traditional_op_state,payer_mix_medi_cal_managed_op,payer_mix_medi_cal_managed_op_state,payer_mix_county_indigent_traditional_op,payer_mix_county_indigent_traditional_op_state,payer_mix_county_indigent_managed_op,payer_mix_county_indigent_managed_op_state,payer_mix_third_party_traditional_op,payer_mix_third_party_traditional_op_state,payer_mix_third_party_managed_op,payer_mix_third_party_managed_op_state,payer_mix_other_indigent_op,payer_mix_other_indigent_op_state,payer_mix_other_payer_op,payer_mix_other_payer_op_state,avg_stay_medicare_traditional,avg_stay_medicare_managed,avg_stay_medi_cal_traditional,avg_stay_medi_cal_managed,avg_stay_county_indigent_traditional,avg_stay_county_indigent_managed,avg_stay_third_party_traditional,avg_stay_third_party_managed,avg_stay_other_indigent_total,avg_stay_other_payer_total,avg_stay_total,active_projects,active_project_costs,active_projects_state,active_project_costs_state,spc_1,spc_2,spc_3,spc_4,spc_5,spc_1_state,spc_2_state,spc_3_state,spc_4_state,spc_5_state,sysdate
EXPRESS HOMESERVICE INC,13615 VICTORY BLVD,SUITE 207,VAN NUYS,91401,-118.42958,34.18684,406192716,Home Health Agency/Hospice,Home Health Agency,550005539,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"GRACE AND GLORY HOSPICE, INC.",101 WALDIE PLZ,SUITE 11,ANTIOCH,94509,-121.81485,38.01744,406072710,Home Health Agency/Hospice,Hospice,550005510,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"LA CASA HEALTH SERVICES, INC.",18321 VENTURA BLVD,SUITE 777,TARZANA,91356,-118.53138,34.1678,406192700,Home Health Agency/Hospice,Home Health Agency,550005546,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
LA HOSPICE GROUP,232 N LAKE AVE,SUITE 214,PASADENA,91101,-118.13193,34.15,406192712,Home Health Agency/Hospice,Hospice,550005554,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"LIFESTAR HOME HEALTH CARE, INC.",16442 VANOWEN ST,SUITE A,LAKE BALBOA,91406,-118.49172,34.19356,406192709,Home Health Agency/Hospice,Home Health Agency,550005578,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"MAXIMUM PALLIATIVE CARE AND HOSPICE, INC.",44501 16TH ST W,SUITE 105,LANCASTER,93534,-118.15858,34.69108,406192714,Home Health Agency/Hospice,Hospice,550005576,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"MONROE HOME HEALTH CARE, INC.",225 W BROADWAY,SUITE B112,GLENDALE,91204,-118.25711,34.14712,406192706,Home Health Agency/Hospice,Home Health Agency,550005581,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
OPTIMAL CARE HOME HEALTH SERVICES,620 W ROUTE 66,STE 221,GLENDORA,91740,-117.87557,34.1286,406192711,Home Health Agency/Hospice,Home Health Agency,550005524,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
PRUDENCE HOME HEALTH CARE INC,14126 SHERMAN WAY,SUITE 202,VAN NUYS,91405,-118.44095,34.20102,406192708,Home Health Agency/Hospice,Home Health Agency,550005500,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"PIERCE CONGREGATE LIVING, LLC",12430 PIERCE STREET,,PACOIMA,91331,-118.40372,34.27392,206190247,Long Term Care Facility,Congregate Living Health Facility,550005602,Parent Facility,Not Specified,6,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
WEST SACRAMENTO NURSING AND REHABILITATION CENTER,751 ELM STREET,,WEST SACRAMENTO,95605,-121.5426,38.59032,206570249,Long Term Care Facility,Congregate Living Health Facility,550005555,Parent Facility,Not Specified,9,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
AL-SHIFA HOME HEALTH CARE AGENCY,501 N BROOKHURST ST,SUITE 300-A,ANAHEIM,92801,-117.95926,33.83842,406302727,Home Health Agency/Hospice,Home Health Agency,550005528,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"AVENTUS HOME HEALTH CARE, INC.",428 S ROSEMEAD BLVD,,PASADENA,91107,-118.07317,34.13943,406192728,Home Health Agency/Hospice,Home Health Agency,550005562,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
CALPRO CARE HOME HEALTH,4959 PALO VERDE ST,206C-1,MONTCLAIR,91763,-117.69677,34.08091,406362726,Home Health Agency/Hospice,Home Health Agency,550005563,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
COMFORT AID HOSPICE CARE CORPORATION,10200 SEPULVEDA BLVD,SUITE 160B,MISSION HILLS,91345,-118.46703,34.25571,406192733,Home Health Agency/Hospice,Hospice,550005517,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
DYNAMIC HOME HEALTH CARE,620 W ROUTE 66,UNIT 205,GLENDORA,91740,-117.87557,34.1286,406192722,Home Health Agency/Hospice,Home Health Agency,550005509,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"EZRA HOSPICE, INC.",16114 HART ST,,VAN NUYS,91406,-118.48437,34.1973,406192730,Home Health Agency/Hospice,Hospice,550005613,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
FIRST AMERICAN HOME HEALTH INC.,436 W COLORADO ST,SUITE 213,GLENDALE,91204,-118.26247,34.14224,406192720,Home Health Agency/Hospice,Home Health Agency,550005504,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GOLDEN AGE HOSPICE INC,5311 TOPANGA CANYON BLVD,SUITE 305,WOODLAND HILLS,91364,-118.60613,34.16636,406192729,Home Health Agency/Hospice,Hospice,550005513,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GOLDEN TOUCH HOMECARE INC.,14545 FRIAR ST,SUITE 106,VAN NUYS,91411,-118.45034,34.18582,406192732,Home Health Agency/Hospice,Home Health Agency,550005557,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
HOSPICE & PALLIATIVE CARE OF CALIFORNIA,26060 ACERO,SUITE 215,MISSION VIEJO,92691,-117.6755,33.61859,406302721,Home Health Agency/Hospice,Hospice,550005525,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"HUMANE HOME HEALTH, INC.",14545 FRIAR ST,SUITE 158,VAN NUYS,91411,-118.45034,34.18582,406192724,Home Health Agency/Hospice,Home Health Agency,550005520,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"NOVA VITA HEALTH SERVICES, INC.",1241 S GLENDALE AVE,SUITE 202C,GLENDALE,91205,-118.25279,34.13068,406192725,Home Health Agency/Hospice,Home Health Agency,550005561,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"REST ASSURED HOSPICE, INC",18747 SHERMAN WAY,SUITE 217,RESEDA,91335,-118.54203,34.20128,406192717,Home Health Agency/Hospice,Hospice,550005575,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
SANCTUARY HOSPICE,6608 MERCY CT,SUITE A,FAIR OAKS,95628,-121.31069,38.66591,406342719,Home Health Agency/Hospice,Hospice,550005565,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"SERENITY NURSING SERVICES, INC.",14420 CIVIC DR,SUITE 9,VICTORVILLE,92392,-117.324,34.51268,406362731,Home Health Agency/Hospice,Home Health Agency,550005586,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
SOUTHLAND HOSPICE INC,12295 OSBORNE ST,,PACOIMA,91331,-118.40188,34.26568,406192734,Home Health Agency/Hospice,Hospice,550005508,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
VIDACARE LIMITED LIABILITY COMPANY,13701 RIVERSIDE DR,SUITE 705,SHERMAN OAKS,91423,-118.43161,34.15791,406192723,Home Health Agency/Hospice,Home Health Agency,550005501,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
SAINT YOUSTINA,809 S MAIN ST,SUITE A,SANTA ANA,92701,-117.86754,33.73793,306300569,Clinic,Community Clinic,550005540,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ACCENT HOME HEALTH, INC.",14545 FRIAR ST,SUITE 134,VAN NUYS,91411,-118.45034,34.18582,406192736,Home Health Agency/Hospice,Home Health Agency,550005543,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ACTIVATE CARE HOSPICE, INC.",2904 THERESA DR,UNIT 104B,NEWBURY PARK,91320,-118.93808,34.17885,406562738,Home Health Agency/Hospice,Hospice,550005616,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
GRACE HOME HEALTH,1500 STANDIFORD AVE BLDG C,SUITE 10,MODESTO,95350,-121.0175,37.68907,406502735,Home Health Agency/Hospice,Home Health Agency,550005612,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
KINDRED HOSPICE INC,12297 OSBORNE ST,,PACOIMA,91331,-118.4019,34.2656,406192739,Home Health Agency/Hospice,Hospice,550005572,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
MELODIA HOSPICE,42808 CHRISTY ST,SUITE 124,FREMONT,94538,-121.97553,37.50879,406012737,Home Health Agency/Hospice,Hospice,550005514,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ARM 4 ARM FOUNDATION,7400 VAN NUYS BLVD,SUITE 111,VAN NUYS,91405,-118.44846,34.20519,306190570,Clinic,Community Clinic,550005617,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
BENEVOLENCE HEALTH CENTER,2065 W 6TH ST,SUITE 110,LOS ANGELES,90057,-118.27435,34.05948,306190571,Clinic,Community Clinic,550005584,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
BENEVOLENCE HEALTH CENTER,12610 GLENOAKS BLVD,FLOOR 1,SYLMAR,91342,-118.43887,34.29941,306190572,Clinic,Community Clinic,550005594,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"MACT DENTAL, ANGELS CAMP",52 S MAIN ST,SUITE B,ANGELS CAMP,95222,-120.5586,38.08142,306050573,Clinic,Community Clinic,550005595,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ALL CARE HOSPICE CARE,1102 SAN FERNANDO RD,UNIT 208,SAN FERNANDO,91340,-118.44183,34.28299,406192751,Home Health Agency/Hospice,Hospice,550005564,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ALL DAY HOSPICE CARE, INC",6742 VAN NUYS BLVD,SUITE 204,VAN NUYS,91405,-118.44845,34.19342,406192742,Home Health Agency/Hospice,Hospice,550005573,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"ALL VALLEY HOSPICE, INC.",8777 SAN FERNANDO RD,SUITE 201,SUN VALLEY,91352,-118.38298,34.22861,406192760,Home Health Agency/Hospice,Hospice,550005567,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
ATTAIE HOME HEALTH CARE,4133 MOHR AVE,SUITE B,PLEASANTON,94566,-121.87371,37.6824,406012768,Home Health Agency/Hospice,Home Health Agency,550005580,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
BEST MATCH HOME HEALTH INC,8535 RESEDA BLVD,SUITE 102,NORTHRIDGE,91324,-118.53629,34.22566,406192757,Home Health Agency/Hospice,Home Health Agency,550005626,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"CHERUB HOME HEALTH, INC.",14654 VICTORY BLVD,SUITE 101,VAN NUYS,91411,-118.45268,34.18644,406192767,Home Health Agency/Hospice,Home Health Agency,550005634,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
CHERUB INC.,14654 VICTORY BLVD,SUITE 214,VAN NUYS,91411,-118.45268,34.18644,406192759,Home Health Agency/Hospice,Hospice,550005614,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"CONFIDENT HOME HEALTH CARE, INC.",10545 BURBANK BLVD,SUITE 136,NORTH HOLLYWOOD,91601,-118.36085,34.1723,406192740,Home Health Agency/Hospice,Home Health Agency,550005621,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
DIRECT CARE NURSING CORPORATION,500 LA TERRAZA BLVD,SUITE 150,ESCONDIDO,92025,-117.09583,33.11263,406372763,Home Health Agency/Hospice,Home Health Agency,550005582,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"EDNA HOSPICE, INC.",225 E BROADWAY,SUITE B111,GLENDALE,91205,-118.25295,34.14658,406192746,Home Health Agency/Hospice,Hospice,550005609,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"COR HOSPICE, INC",8953 WOODMAN AVE,STE 202,LOS ANGELES,91331,-118.43835,34.23249,406192081,Home Health Agency/Hospice,Hospice,550005115,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"CYPRESS HOME HEALTH CARE, INC.",14545 FRIAR ST,STE 124,VAN NUYS,91411,-118.45034,34.1857,406192126,Home Health Agency/Hospice,Home Health Agency,550005127,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"DEL ROSA HOSPICE AND PALLIATIVE CARE, INC.",2601 DEL ROSA AVE,STE 108,SAN BERNARDINO,92404,-117.25237,34.14008,406362231,Home Health Agency/Hospice,Hospice,550005221,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
"DESERT VIEW HOSPICE, INC.",14338 PARK AVE,STE 4,VICTORVILLE,92392,-117.32532,34.51131,406362061,Home Health Agency/Hospice,Hospice,550005141,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
DESTINY HOSPICE OF TEMECULA,27919 JEFFERSON AVE,STE 110,TEMECULA,92590,-117.15705,33.50984,406332403,Home Health Agency/Hospice,Hospice,550003820,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
DEVOTED HEARTS HOSPICE CORP.,22543 VENTURA BLVD,STE 219,WOODLAND HILLS,91364,-118.61806,34.16771,406192203,Home Health Agency/Hospice,Hospice,550005172,Parent Facility,Not Specified,,Open,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,5417,9852285352,,,,,,115,654,377,783,1193,
